Scientific_name,English_name
Halobaena caerulea,Blue Petrel
Pachyptila turtur,Fairy Prion
Pachyptila vittata,Broad-billed Prion
Pachyptila salvini,Salvin's Prion
Pachyptila desolata,Antarctic Prion
Pachyptila belcheri,Slender-billed Prion
Pachyptila crassirostris,Fulmar Prion
Bulweria bulwerii,Bulwer's Petrel
Bulweria fallax,Jouanin's Petrel
Bulweria bifax,Small St. Helena Petrel
Pseudobulweria macgillivrayi,Fiji Petrel
Pseudobulweria aterrima,Mascarene Petrel
Pseudobulweria rostrata,Tahiti Petrel
Pseudobulweria becki,Beck's Petrel
Procellaria cinerea,Gray Petrel
Procellaria aequinoctialis,White-chinned Petrel
Procellaria conspicillata,Spectacled Petrel
Procellaria parkinsoni,Parkinson's Petrel
Procellaria westlandica,Westland Petrel
Calonectris leucomelas,Streaked Shearwater
Calonectris diomedea,Cory's Shearwater
Calonectris edwardsii,Cape Verde Shearwater
Ardenna creatopus,Pink-footed Shearwater
Ardenna carneipes,Flesh-footed Shearwater
Ardenna gravis,Great Shearwater
Ardenna pacifica,Wedge-tailed Shearwater
Ardenna bulleri,Buller's Shearwater
Ardenna grisea,Sooty Shearwater
Ardenna tenuirostris,Short-tailed Shearwater
Puffinus nativitatis,Christmas Shearwater
Puffinus subalaris,Galapagos Shearwater
Puffinus puffinus,Manx Shearwater
Puffinus yelkouan,Yelkouan Shearwater
Puffinus mauretanicus,Balearic Shearwater
Puffinus huttoni,Hutton's Shearwater
Puffinus bannermani,Bannerman's Shearwater
Puffinus auricularis,Townsend's Shearwater
Puffinus newelli,Newell's Shearwater
Puffinus myrtae,Rapa Shearwater
Puffinus bryani,Bryan's Shearwater
Puffinus opisthomelas,Black-vented Shearwater
Puffinus gavia,Fluttering Shearwater
Puffinus assimilis,Little Shearwater
Puffinus elegans,Subantarctic Shearwater
Puffinus baroli,Barolo Shearwater
Puffinus boydi,Boyd's Shearwater
Puffinus lherminieri,Audubon's Shearwater
Puffinus bailloni,Tropical Shearwater
Puffinus persicus,Persian Shearwater
Puffinus heinrothi,Heinroth's Shearwater
Pelecanoides garnotii,Peruvian Diving-Petrel
Pelecanoides urinatrix,Common Diving-Petrel
Pelecanoides georgicus,South Georgia Diving-Petrel
Pelecanoides magellani,Magellanic Diving-Petrel
Anastomus oscitans,Asian Openbill
Anastomus lamelligerus,African Openbill
Ciconia nigra,Black Stork
Ciconia abdimii,Abdim's Stork
Ciconia episcopus,Woolly-necked Stork
Ciconia stormi,Storm's Stork
Ciconia maguari,Maguari Stork
Ciconia ciconia,White Stork
Ciconia boyciana,Oriental Stork
Ephippiorhynchus asiaticus,Black-necked Stork
Ephippiorhynchus senegalensis,Saddle-billed Stork
Jabiru mycteria,Jabiru
Leptoptilos javanicus,Lesser Adjutant
Leptoptilos crumenifer,Marabou Stork
Leptoptilos dubius,Greater Adjutant
Mycteria americana,Wood Stork
Mycteria cinerea,Milky Stork
Mycteria ibis,Yellow-billed Stork
Mycteria leucocephala,Painted Stork
Fregata ariel,Lesser Frigatebird
Fregata aquila,Ascension Frigatebird
Fregata magnificens,Magnificent Frigatebird
Fregata andrewsi,Christmas Island Frigatebird
Fregata minor,Great Frigatebird
Sula dactylatra,Masked Booby
Sula granti,Nazca Booby
Sula nebouxii,Blue-footed Booby
Sula variegata,Peruvian Booby
Sula leucogaster,Brown Booby
Sula sula,Red-footed Booby
Papasula abbotti,Abbott's Booby
Morus bassanus,Northern Gannet
Morus capensis,Cape Gannet
Morus serrator,Australasian Gannet
Anhinga anhinga,Anhinga
Anhinga rufa,African Darter
Anhinga melanogaster,Oriental Darter
Anhinga novaehollandiae,Australasian Darter
Microcarbo melanoleucos,Little Pied Cormorant
Microcarbo africanus,Long-tailed Cormorant
Microcarbo coronatus,Crowned Cormorant
Microcarbo niger,Little Cormorant
Microcarbo pygmaeus,Pygmy Cormorant
Poikilocarbo gaimardi,Red-legged Cormorant
Urile penicillatus,Brandt's Cormorant
Urile urile,Red-faced Cormorant
Urile pelagicus,Pelagic Cormorant
Urile perspicillatus,Pallas's Cormorant
Phalacrocorax neglectus,Bank Cormorant
Phalacrocorax capensis,Cape Cormorant
Phalacrocorax carbo,Great Cormorant
Phalacrocorax capillatus,Japanese Cormorant
Phalacrocorax nigrogularis,Socotra Cormorant
Phalacrocorax punctatus,Spotted Shag
Phalacrocorax featherstoni,Pitt Island Shag
Phalacrocorax fuscicollis,Indian Cormorant
Phalacrocorax sulcirostris,Little Black Cormorant
Phalacrocorax varius,Pied Cormorant
Phalacrocorax fuscescens,Black-faced Cormorant
Gulosus aristotelis,European Shag
Nannopterum harrisi,Flightless Cormorant
Nannopterum auritum,Double-crested Cormorant
Nannopterum brasilianum,Neotropic Cormorant
Leucocarbo magellanicus,Magellanic Cormorant
Leucocarbo bougainvillii,Guanay Cormorant
Leucocarbo ranfurlyi,Bounty Islands Shag
Leucocarbo carunculatus,New Zealand King Shag
Leucocarbo chalconotus,Stewart Island Shag
Leucocarbo onslowi,Chatham Islands Shag
Leucocarbo colensoi,Auckland Islands Shag
Leucocarbo campbelli,Campbell Islands Shag
Leucocarbo georgianus,South Georgia Shag
Leucocarbo atriceps,Imperial Cormorant
Leucocarbo bransfieldensis,Antarctic Shag
Leucocarbo melanogenis,Crozet Shag
Leucocarbo verrucosus,Kerguelen Shag
Leucocarbo nivalis,Heard Island Shag
Leucocarbo purpurascens,Macquarie Shag
Pelecanus erythrorhynchos,American White Pelican
Pelecanus occidentalis,Brown Pelican
Pelecanus thagus,Peruvian Pelican
Pelecanus onocrotalus,Great White Pelican
Pelecanus conspicillatus,Australian Pelican
Pelecanus rufescens,Pink-backed Pelican
Pelecanus philippensis,Spot-billed Pelican
Pelecanus crispus,Dalmatian Pelican
Balaeniceps rex,Shoebill
Scopus umbretta,Hamerkop
Botaurus pinnatus,Pinnated Bittern
Botaurus lentiginosus,American Bittern
Botaurus stellaris,Great Bittern
Botaurus poiciloptilus,Australasian Bittern
Zebrilus undulatus,Zigzag Heron
Ixobrychus sinensis,Yellow Bittern
Ixobrychus minutus,Little Bittern
Ixobrychus dubius,Black-backed Bittern
Ixobrychus novaezelandiae,New Zealand Bittern
Ixobrychus eurhythmus,Schrenck's Bittern
Ixobrychus cinnamomeus,Cinnamon Bittern
Ixobrychus sturmii,Dwarf Bittern
Ixobrychus flavicollis,Black Bittern
Ixobrychus exilis,Least Bittern
Ixobrychus involucris,Stripe-backed Bittern
Tigrisoma lineatum,Rufescent Tiger-Heron
Tigrisoma fasciatum,Fasciated Tiger-Heron
Tigrisoma mexicanum,Bare-throated Tiger-Heron
Zonerodius heliosylus,Forest Bittern
Tigriornis leucolopha,White-crested Bittern
Ardea herodias,Great Blue Heron
Ardea cinerea,Gray Heron
Ardea cocoi,Cocoi Heron
Ardea pacifica,Pacific Heron
Ardea melanocephala,Black-headed Heron
Ardea humbloti,Humblot's Heron
Ardea insignis,White-bellied Heron
Ardea sumatrana,Great-billed Heron
Ardea goliath,Goliath Heron
Ardea purpurea,Purple Heron
Ardea alba,Great Egret
Ardea intermedia,Intermediate Egret
Egretta novaehollandiae,White-faced Heron
Egretta eulophotes,Chinese Egret
Egretta garzetta,Little Egret
Egretta gularis,Western Reef-Heron
Egretta sacra,Pacific Reef-Heron
Egretta thula,Snowy Egret
Egretta caerulea,Little Blue Heron
Egretta tricolor,Tricolored Heron
Egretta rufescens,Reddish Egret
Egretta picata,Pied Heron
Egretta vinaceigula,Slaty Egret
Egretta ardesiaca,Black Heron
Bubulcus ibis,Cattle Egret
Ardeola ralloides,Squacco Heron
Ardeola grayii,Indian Pond-Heron
Ardeola bacchus,Chinese Pond-Heron
Ardeola speciosa,Javan Pond-Heron
Ardeola idae,Malagasy Pond-Heron
Ardeola rufiventris,Rufous-bellied Heron
Butorides virescens,Green Heron
Butorides striata,Striated Heron
Agamia agami,Agami Heron
Syrigma sibilatrix,Whistling Heron
Pilherodius pileatus,Capped Heron
Nycticorax duboisi,Reunion Night-Heron
Nycticorax mauritianus,Mauritius Night-Heron
Nycticorax megacephalus,Rodrigues Night-Heron
Nycticorax nycticorax,Black-crowned Night-Heron
Nycticorax caledonicus,Nankeen Night-Heron
Nyctanassa violacea,Yellow-crowned Night-Heron
Nyctanassa carcinocatactes,Bermuda Night-Heron
Gorsachius leuconotus,White-backed Night-Heron
Gorsachius magnificus,White-eared Night-Heron
Gorsachius goisagi,Japanese Night-Heron
Gorsachius melanolophus,Malayan Night-Heron
Cochlearius cochlearius,Boat-billed Heron
Eudocimus albus,White Ibis
Eudocimus ruber,Scarlet Ibis
Plegadis falcinellus,Glossy Ibis
Plegadis chihi,White-faced Ibis
Plegadis ridgwayi,Puna Ibis
Lophotibis cristata,Madagascar Ibis
Cercibis oxycerca,Sharp-tailed Ibis
Mesembrinibis cayennensis,Green Ibis
Phimosus infuscatus,Bare-faced Ibis
Theristicus caerulescens,Plumbeous Ibis
Theristicus caudatus,Buff-necked Ibis
Theristicus melanopis,Black-faced Ibis
Theristicus branickii,Andean Ibis
Threskiornis aethiopicus,African Sacred Ibis
Threskiornis bernieri,Malagasy Sacred Ibis
Threskiornis solitarius,Reunion Ibis
Threskiornis melanocephalus,Black-headed Ibis
Threskiornis molucca,Australian Ibis
Threskiornis spinicollis,Straw-necked Ibis
Pseudibis papillosa,Red-naped Ibis
Pseudibis davisoni,White-shouldered Ibis
Pseudibis gigantea,Giant Ibis
Geronticus eremita,Northern Bald Ibis
Geronticus calvus,Southern Bald Ibis
Nipponia nippon,Crested Ibis
Bostrychia olivacea,Olive Ibis
Bostrychia bocagei,Sao Tome Ibis
Bostrychia rara,Spot-breasted Ibis
Bostrychia hagedash,Hadada Ibis
Bostrychia carunculata,Wattled Ibis
Platalea leucorodia,Eurasian Spoonbill
Platalea regia,Royal Spoonbill
Platalea alba,African Spoonbill
Platalea minor,Black-faced Spoonbill
Platalea flavipes,Yellow-billed Spoonbill
Platalea ajaja,Roseate Spoonbill
Gymnogyps californianus,California Condor
Vultur gryphus,Andean Condor
Sarcoramphus papa,King Vulture
Coragyps atratus,Black Vulture
Cathartes aura,Turkey Vulture
Cathartes burrovianus,Lesser Yellow-headed Vulture
Cathartes melambrotus,Greater Yellow-headed Vulture
Sagittarius serpentarius,Secretarybird
Pandion haliaetus,Osprey
Gampsonyx swainsonii,Pearl Kite
Elanus caeruleus,Black-winged Kite
Elanus axillaris,Black-shouldered Kite
Elanus leucurus,White-tailed Kite
Elanus scriptus,Letter-winged Kite
Chelictinia riocourii,Scissor-tailed Kite
Polyboroides typus,African Harrier-Hawk
Polyboroides radiatus,Madagascar Harrier-Hawk
Gypohierax angolensis,Palm-nut Vulture
Eutriorchis astur,Madagascar Serpent-Eagle
Gypaetus barbatus,Bearded Vulture
Neophron percnopterus,Egyptian Vulture
Chondrohierax uncinatus,Hook-billed Kite
Leptodon cayanensis,Gray-headed Kite
Leptodon forbesi,White-collared Kite
Pernis apivorus,European Honey-buzzard
Pernis celebensis,Sulawesi Honey-buzzard
Pernis steerei,Philippine Honey-buzzard
Pernis ptilorhynchus,Oriental Honey-buzzard
Elanoides forficatus,Swallow-tailed Kite
Hamirostra melanosternon,Black-breasted Kite
Henicopernis longicauda,Long-tailed Honey-buzzard
Henicopernis infuscatus,Black Honey-buzzard
Lophoictinia isura,Square-tailed Kite
Aviceda cuculoides,African Cuckoo-Hawk
Aviceda madagascariensis,Madagascar Cuckoo-Hawk
Aviceda jerdoni,Jerdon's Baza
Aviceda subcristata,Pacific Baza
Aviceda leuphotes,Black Baza
Sarcogyps calvus,Red-headed Vulture
Trigonoceps occipitalis,White-headed Vulture
Aegypius monachus,Cinereous Vulture
Torgos tracheliotos,Lappet-faced Vulture
Necrosyrtes monachus,Hooded Vulture
Gyps africanus,White-backed Vulture
Gyps bengalensis,White-rumped Vulture
Gyps indicus,Indian Vulture
Gyps tenuirostris,Slender-billed Vulture
Gyps rueppelli,R\u00fcppell's Griffon
Gyps himalayensis,Himalayan Griffon
Gyps fulvus,Eurasian Griffon
Gyps coprotheres,Cape Griffon
Spilornis klossi,Nicobar Serpent-Eagle
Spilornis rufipectus,Sulawesi Serpent-Eagle
Spilornis kinabaluensis,Mountain Serpent-Eagle
Spilornis cheela,Crested Serpent-Eagle
Spilornis holospilus,Philippine Serpent-Eagle
Spilornis elgini,Andaman Serpent-Eagle
Pithecophaga jefferyi,Philippine Eagle
Terathopius ecaudatus,Bateleur
Dryotriorchis spectabilis,Congo Serpent-Eagle
Circaetus gallicus,Short-toed Snake-Eagle
Circaetus beaudouini,Beaudouin's Snake-Eagle
Circaetus pectoralis,Black-chested Snake-Eagle
Circaetus cinereus,Brown Snake-Eagle
Circaetus fasciolatus,Fasciated Snake-Eagle
Circaetus cinerascens,Banded Snake-Eagle
Macheiramphus alcinus,Bat Hawk
Harpyopsis novaeguineae,New Guinea Eagle
Morphnus guianensis,Crested Eagle
Harpia harpyja,Harpy Eagle
Stephanoaetus coronatus,Crowned Eagle
Nisaetus cirrhatus,Changeable Hawk-Eagle
Nisaetus floris,Flores Hawk-Eagle
Nisaetus nipalensis,Mountain Hawk-Eagle
Nisaetus kelaarti,Legge's Hawk-Eagle
Nisaetus alboniger,Blyth's Hawk-Eagle
Nisaetus bartelsi,Javan Hawk-Eagle
Nisaetus lanceolatus,Sulawesi Hawk-Eagle
Nisaetus philippensis,Philippine Hawk-Eagle
Nisaetus pinskeri,Pinsker's Hawk-Eagle
Nisaetus nanus,Wallace's Hawk-Eagle
Polemaetus bellicosus,Martial Eagle
Lophotriorchis kienerii,Rufous-bellied Eagle
Spizaetus tyrannus,Black Hawk-Eagle
Spizaetus ornatus,Ornate Hawk-Eagle
Spizaetus melanoleucus,Black-and-white Hawk-Eagle
Spizaetus isidori,Black-and-chestnut Eagle
Lophaetus occipitalis,Long-crested Eagle
Ictinaetus malaiensis,Black Eagle
Clanga pomarina,Lesser Spotted Eagle
Clanga hastata,Indian Spotted Eagle
Clanga clanga,Greater Spotted Eagle
Hieraaetus wahlbergi,Wahlberg's Eagle
Hieraaetus pennatus,Booted Eagle
Hieraaetus weiskei,Pygmy Eagle
Hieraaetus morphnoides,Little Eagle
Hieraaetus ayresii,Ayres's Hawk-Eagle
Aquila rapax,Tawny Eagle
Aquila nipalensis,Steppe Eagle
Aquila adalberti,Spanish Eagle
Aquila heliaca,Imperial Eagle
Aquila gurneyi,Gurney's Eagle
Aquila chrysaetos,Golden Eagle
Aquila audax,Wedge-tailed Eagle
Aquila africana,Cassin's Hawk-Eagle
Aquila verreauxii,Verreaux's Eagle
Aquila fasciata,Bonelli's Eagle
Aquila spilogaster,African Hawk-Eagle
Kaupifalco monogrammicus,Lizard Buzzard
Melierax metabates,Dark Chanting-Goshawk
Melierax poliopterus,Eastern Chanting-Goshawk
Melierax canorus,Pale Chanting-Goshawk
Micronisus gabar,Gabar Goshawk
Busarellus nigricollis,Black-collared Hawk
Rostrhamus sociabilis,Snail Kite
Helicolestes hamatus,Slender-billed Kite
Harpagus bidentatus,Double-toothed Kite
Harpagus diodon,Rufous-thighed Kite
Ictinia mississippiensis,Mississippi Kite
Ictinia plumbea,Plumbeous Kite
Butastur rufipennis,Grasshopper Buzzard
Butastur teesa,White-eyed Buzzard
Butastur liventer,Rufous-winged Buzzard
Butastur indicus,Gray-faced Buzzard
Circus aeruginosus,Eurasian Marsh-Harrier
Circus ranivorus,African Marsh-Harrier
Circus spilonotus,Eastern Marsh-Harrier
Circus spilothorax,Papuan Marsh-Harrier
Circus approximans,Swamp Harrier
Circus maillardi,Reunion Harrier
Circus macrosceles,Malagasy Harrier
Circus buffoni,Long-winged Harrier
Circus assimilis,Spotted Harrier
Circus maurus,Black Harrier
Circus cinereus,Cinereous Harrier
Circus cyaneus,Hen Harrier
Circus hudsonius,Northern Harrier
Circus macrourus,Pallid Harrier
Circus melanoleucos,Pied Harrier
Circus pygargus,Montagu's Harrier
Accipiter poliogaster,Gray-bellied Hawk
Accipiter trivirgatus,Crested Goshawk
Accipiter griseiceps,Sulawesi Goshawk
Accipiter toussenelii,Red-chested Goshawk
Accipiter tachiro,African Goshawk
Accipiter castanilius,Chestnut-flanked Sparrowhawk
Accipiter badius,Shikra
Accipiter butleri,Nicobar Sparrowhawk
Accipiter brevipes,Levant Sparrowhawk
Accipiter soloensis,Chinese Sparrowhawk
Accipiter francesiae,Frances's Sparrowhawk
Accipiter trinotatus,Spot-tailed Goshawk
Accipiter hiogaster,Variable Goshawk
Accipiter novaehollandiae,Gray Goshawk
Accipiter fasciatus,Brown Goshawk
Accipiter melanochlamys,Black-mantled Goshawk
Accipiter albogularis,Pied Goshawk
Accipiter haplochrous,New Caledonia Goshawk
Accipiter rufitorques,Fiji Goshawk
Accipiter henicogrammus,Moluccan Goshawk
Accipiter luteoschistaceus,Slaty-mantled Goshawk
Accipiter imitator,Imitator Sparrowhawk
Accipiter poliocephalus,Gray-headed Goshawk
Accipiter princeps,New Britain Goshawk
Accipiter superciliosus,Tiny Hawk
Accipiter collaris,Semicollared Hawk
Accipiter erythropus,Red-thighed Sparrowhawk
Accipiter minullus,Little Sparrowhawk
Accipiter gularis,Japanese Sparrowhawk
Accipiter nanus,Small Sparrowhawk
Accipiter virgatus,Besra
Accipiter erythrauchen,Rufous-necked Sparrowhawk
Accipiter cirrocephalus,Collared Sparrowhawk
Accipiter brachyurus,New Britain Sparrowhawk
Accipiter rhodogaster,Vinous-breasted Sparrowhawk
Accipiter madagascariensis,Madagascar Sparrowhawk
Accipiter ovampensis,Ovambo Sparrowhawk
Accipiter nisus,Eurasian Sparrowhawk
Accipiter rufiventris,Rufous-breasted Sparrowhawk
Accipiter striatus,Sharp-shinned Hawk
Accipiter cooperii,Cooper's Hawk
Accipiter gundlachi,Gundlach's Hawk
Accipiter bicolor,Bicolored Hawk
Accipiter melanoleucus,Black Goshawk
Accipiter henstii,Henst's Goshawk
Accipiter gentilis,Northern Goshawk
Accipiter meyerianus,Meyer's Goshawk
Erythrotriorchis buergersi,Chestnut-shouldered Goshawk
Erythrotriorchis radiatus,Red Goshawk
Megatriorchis doriae,Doria's Goshawk
Urotriorchis macrourus,Long-tailed Hawk
Milvus milvus,Red Kite
Milvus migrans,Black Kite
Haliastur sphenurus,Whistling Kite
Haliastur indus,Brahminy Kite
Haliaeetus leucocephalus,Bald Eagle
Haliaeetus albicilla,White-tailed Eagle
Haliaeetus leucoryphus,Pallas's Fish-Eagle
Haliaeetus pelagicus,Steller's Sea-Eagle
Haliaeetus leucogaster,White-bellied Sea-Eagle
Haliaeetus sanfordi,Sanford's Sea-Eagle
Haliaeetus vocifer,African Fish-Eagle
Haliaeetus vociferoides,Madagascar Fish-Eagle
Haliaeetus humilis,Lesser Fish-Eagle
Haliaeetus ichthyaetus,Gray-headed Fish-Eagle
Geranospiza caerulescens,Crane Hawk
Cryptoleucopteryx plumbea,Plumbeous Hawk
Buteogallus schistaceus,Slate-colored Hawk
Buteogallus anthracinus,Common Black Hawk
Buteogallus gundlachii,Cuban Black Hawk
Buteogallus aequinoctialis,Rufous Crab Hawk
Buteogallus meridionalis,Savanna Hawk
Buteogallus lacernulatus,White-necked Hawk
Buteogallus urubitinga,Great Black Hawk
Buteogallus solitarius,Solitary Eagle
Buteogallus coronatus,Chaco Eagle
Morphnarchus princeps,Barred Hawk
Rupornis magnirostris,Roadside Hawk
Parabuteo unicinctus,Harris's Hawk
Parabuteo leucorrhous,White-rumped Hawk
Geranoaetus albicaudatus,White-tailed Hawk
Geranoaetus polyosoma,Variable Hawk
Geranoaetus melanoleucus,Black-chested Buzzard-Eagle
Pseudastur polionotus,Mantled Hawk
Pseudastur albicollis,White Hawk
Pseudastur occidentalis,Gray-backed Hawk
Leucopternis semiplumbeus,Semiplumbeous Hawk
Leucopternis melanops,Black-faced Hawk
Leucopternis kuhli,White-browed Hawk
Bermuteo avivorus,Bermuda Hawk
Buteo plagiatus,Gray Hawk
Buteo nitidus,Gray-lined Hawk
Buteo lineatus,Red-shouldered Hawk
Buteo ridgwayi,Ridgway's Hawk
Buteo platypterus,Broad-winged Hawk
Buteo solitarius,Hawaiian Hawk
Buteo brachyurus,Short-tailed Hawk
Buteo albigula,White-throated Hawk
Buteo swainsoni,Swainson's Hawk
Buteo galapagoensis,Galapagos Hawk
Buteo albonotatus,Zone-tailed Hawk
Buteo ventralis,Rufous-tailed Hawk
Buteo jamaicensis,Red-tailed Hawk
Buteo lagopus,Rough-legged Hawk
Buteo regalis,Ferruginous Hawk
Buteo buteo,Common Buzzard
Buteo refectus,Himalayan Buzzard
Buteo japonicus,Eastern Buzzard
Buteo oreophilus,Mountain Buzzard
Buteo trizonatus,Forest Buzzard
Buteo brachypterus,Madagascar Buzzard
Buteo bannermani,Cape Verde Buzzard
Buteo socotraensis,Socotra Buzzard
Buteo rufinus,Long-legged Buzzard
Buteo hemilasius,Upland Buzzard
Buteo auguralis,Red-necked Buzzard
Buteo augur,Augur Buzzard
Buteo archeri,Archer's Buzzard
Buteo rufofuscus,Jackal Buzzard
Tyto tenebricosa,Sooty Owl
Tyto novaehollandiae,Australian Masked-Owl
Tyto aurantia,Golden Masked-Owl
Tyto almae,Seram Masked-Owl
Tyto sororcula,Lesser Masked-Owl
Tyto manusi,Manus Masked-Owl
Tyto nigrobrunnea,Taliabu Masked-Owl
Tyto inexspectata,Minahassa Masked-Owl
Tyto rosenbergii,Sulawesi Masked-Owl
Tyto longimembris,Australasian Grass-Owl
Tyto capensis,African Grass-Owl
Tyto alba,Barn Owl
Tyto deroepstorffi,Andaman Masked-Owl
Tyto glaucops,Ashy-faced Owl
